,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30,short_answer31,short_answer32,short_answer33,short_answer34,short_answer35,short_answer36,short_answer37,short_answer38,short_answer39,short_answer40,short_answer41,short_answer42,short_answer43,short_answer44,short_answer45,short_answer46,short_answer47,short_answer48,short_answer49,short_answer50
0,Cadbury,how many countries does cadbury sell its products,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",more than 50 countries worldwide,more than 50 countries worldwide,more than 50,more than 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Western Conference (NBA),who is playing in the western conference finals,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,False awakening,what does it mean to dream about waking up,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ethiopian Airlines Flight 961,ethiopia flight 961 crashes in to the sea,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",23 November 1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,ISTJ,what does istj mean in a personality test,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Introverted Sensing ( Si ),Extroverted Thinking ( Te ),Introverted Feeling ( Fi ),Extroverted Intuition ( Ne ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,A.P. Bio,who plays the ex girlfriend on ap bio,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vertebral column,where is the vertebral column located in the human body,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Skin in the game (phrase),where does the term skin in the game come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mount St. Helens,where is mount st. helens located on a map,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great Wall of China,when was the great wall of cina built,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Habitat fragmentation,extinction can be the result of habitat fragmentation,"['NONE', 'NONE', 'NONE', 'YES', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Live by the sword, die by the sword",if you live by the sword you die by the sword lyrics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Weaver (surname),where did the last name weaver come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Public land,list five types of public lands in the united states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sing (2016 American film),who does the voice of ash in sing,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Scarlett Johansson,Scarlett Johansson,Scarlett Johansson,Scarlett Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Paris Peace Conference, 1919",after wwi some colonies that had participated made demands for independence primarily because,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989 Loma Prieta earthquake,facts about the loma prieta earthquake of 1989,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of National Basketball Association career scoring leaders,who scored the most points in their nba career,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Kareem Abdul - Jabbar,Kareem Abdul - Jabbar,Kareem Abdul - Jabbar,Kareem Abdul - Jabbar,Kareem Abdul - Jabbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seattle Seahawks,when did the 49ers last won a superbowl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of U.S. states and territories by population density,with a land area of 54 314 square miles where does wisconsin rank among the 50 states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mary River (Queensland),where does the mary river start and finish,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mary's Boy Child,who sang mary's boy child in 1957 and 1978,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Haves and the Have Nots (TV series),who plays charles on have and have nots,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Nick Sager,Nick Sagar,Nick Sagar,Nick Sager,Nick Sagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nathan's Hot Dog Eating Contest,where is nathan's hotdog eating contest held,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City","at Nathan 's Famous Corporation 's original , and best - known restaurant at the corner of Surf and Stillwell Avenues in Coney Island , a neighborhood of Brooklyn , New York City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,My Country My Life,who wrote the book my country my life,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","L.K. Advani , an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 , and was the Leader of the Opposition in the 15th Lok Sabha",L.K. Advani,L.K. Advani,"L.K. Advani , an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 , and was the Leader of the Opposition in the 15th Lok Sabha",L.K. Advani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Parole,what does it mean to be on parole,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period,temporary release of a prisoner who agrees to certain conditions before the completion of the maximum sentence period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,East India Company,when did the east india company take control of india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",in 1757,1612,1757,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stations of the Cross,the origins of the stations of the cross,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary,pilgrimages to Jerusalem and a desire to reproduce Via Dolorosa,grew out of imitations of Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lake Eyre,where does the water come from to fill lake eyre,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Warburton River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Area code 808,is area code 808 a toll free number,"['NO', 'NONE', 'NO', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Google,who is the founder of google and when was it founded,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1998,Larry Page and Sergey Brin,1998,Larry Page,Sergey Brin,1998 by Larry Page and Sergey Brin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tabula rasa,the tabula rasa concept is consistent with the perspective of language development,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dominican War of Independence,who did the dominican republic gain its independence from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Haiti,Haiti,Haiti,Haiti,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Prehistoric technology,how did early humans make use of stones during the prehistoric period,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",start fires,hunt,bury their dead,"to start fires , hunt , and bury their dead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jeanie with the Light Brown Hair,who wrote the text for jeanie with the light brown hair,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Stephen Foster,Stephen Foster,Stephen Foster,Stephen Foster,Stephen Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stefan Salvatore,who does stefan end up with in the vampire diaries,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Washington Post,who owns the washington post and new york times,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bed,how many types of bed sizes are there,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Troubadour,who were the troubadours and what did they do,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rational planning model,the basic steps of rational decision making include defining goals and,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Identification of alternative plans / policies,Evaluation of alternative plans / policies,Implementation of plans / policies,Monitoring of effects of plans / policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Art Deco,when was the design period known as art deco,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1910 -- 1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Bob & Tom Show,where does the bob and tom show broadcast from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","WFBQ in Indianapolis , Indiana","radio station WFBQ in Indianapolis , Indiana","Indianapolis , Indiana","radio station WFBQ in Indianapolis , Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Star Wars: The Clone Wars episodes,star wars the clone wars season 3 episode 1,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Clone Cadets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frontal lobe,what part of brain is responsible for complex thinking,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the frontal lobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2016 UEFA Champions League Final,who won the champions league final in 2016,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Real Madrid,Real Madrid,Real Madrid,Real Madrid,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capital gains tax in the United States,what is the federal long term capital gains tax rate for 2017,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brooke Smith (actress),who played the girl in the pit in silence of the lambs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,All-time Olympic Games medal table,who has the most gold medals in the winter olympics of all time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Norway,Norway,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Strangers: Prey at Night,where was the movie strangers prey at night filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Covington , Kentucky","Covington , Kentucky","Covington , Kentucky","Covington , Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rain shadow,what effect do the atlas mountains have on rainfall,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Marvel Cinematic Universe films,what order do the captain america movies go in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Captain America : The First Avenger,Captain America : The Winter Soldier,Captain America : Civil War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Limit of a function,when does a limit of a function not exist,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",if some inputs very close to p are taken to outputs that stay a fixed distance apart,if some inputs very close to p are taken to outputs that stay a fixed distance apart,if some inputs very close to p are taken to outputs that stay a fixed distance apart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Don't Like Mondays,when was i don't like mondays released,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",21 July 1979,21 July 1979,1979,21 July 1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,B-type main-sequence star,if a star is class b what is its temperature,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Remote Play,what ps3 games are compatible with remote play,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Robert Carradine,pictures of the cast of revenge of the nerds,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,World economy,what do the economic systems of the uk germany and russia have in common,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",reached an economy of at least US $2 trillion by GDP in nominal or PPP terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flag of Uruguay,what does the sun represent on the uruguay flag,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",represents the May Revolution of 1810,"a figurative sun that represents Inti , the sun god of the Inca religion",the May Revolution of 1810,the May Revolution of 1810,the May Revolution of 1810,"Inti , the sun god of the Inca religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Originals (season 2),who dies in season 2 of the originals,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Kol,Kol,Kol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nix v. Hedden,pizza is defined as a vegetable in the united states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Beryl Markham,when did beryl markham fly across the atlantic,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",September 1936,4 September 1936,4 September 1936,4 September 1936,4 September 1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tropic of Cancer,what are the states through which the tropic of cancer passes,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of NYPD Blue characters,who played john clark sr on nypd blue,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Joe Spano,Joe Spano,Joe Spano,Joe Spano,Joe Spano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Parable of the Pearl,what does the pearl symbolize in the bible,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Kingdom of Heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mom and Dad (2017 film),where is mom and dad or where are mom and dad,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boom (P.O.D. song),when did the song here comes the boom come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",May 2002,"May 14 , 2002",May 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Archie Marries Veronica/Archie Marries Betty,does archie end up with betty or veronica in riverdale,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Betty,neither issue made it clear whether Archie was married to Betty or Veronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4-bolt main,what is the difference between a chevy 2 bolt main and a 4 bolt main,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,United States Declaration of Independence,who wrote most of the declaration of independance,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Thomas Jefferson,Thomas Jefferson,Thomas Jefferson,Thomas Jefferson,Thomas Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Afro-Eurasia,when did african isolation from the european old world occur,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brant Daugherty,who does brant daugherty play in pretty little liars,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Noel Kahn,Noel Kahn,Noel Kahn,Noel Kahn,Noel Kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Judicial review,how does the power of judicial review check the legislative and executive branches,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",to supervise the legislative and executive branches when the latter exceed their authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jason Gilkison,who is the choreographer for strictly come dancing,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Green Room (White House),pictures of the green room in the white house,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vitruvian Man,who explained the workings of the human body,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Can Only Imagine (film),who played amy grant i i can only imagine,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Nicole DuPort,Nicole DuPort,Nicole DuPort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Natural-language processing,art of learning from text objects or speech,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Natural - language processing ( NLP ),Natural - language processing ( NLP ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Economy of India,india gdp growth rate in last 10 years,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",6 - 7 % average GDP growth annually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Climate of the United States,the climate of the united states can be best described as,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Visa requirements for South African citizens,does a south african passport need a visa for singapore,"['NO', 'NO', 'NO', 'NO', 'NO']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiger Zinda Hai,who played the villain in tiger zinda hai,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sajjad Delafrooz,Sajjad Delafrooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Legend of Zelda: Majora's Mask,how long is a day in majora's mask,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Here We Go Round the Mulberry Bush,here we go round the mulberry bush origin,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,From Under the Cork Tree,when did under the cork tree come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","May 3 , 2005","May 3 , 2005","May 3 , 2005","May 3 , 2005","May 3 , 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Division of Korea,when did korea separate into north and south,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1945,1945,17 August 1945,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atom,who discovered the atom and in what year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",John Dalton,early 1800s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Esophagus,what is the purpose of the muscles that line the esophagus,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",push the food down the esophagus,push the food down the esophagus,push the food down the esophagus .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Appropriation bill,creating appropriation bills falls under which power of congress,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",raising revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wonder (film),who is the movie wonder based off of,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",on the 2012 novel of the same name by R.J. Palacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Round steak,where does eye of the round roast come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the rear leg of the cow,the rear leg of the cow,the rear leg of the cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Let Me Love You (DJ Snake song),who sings the song let me love you,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Justin Bieber,Singh H Spot,Justin Bieber,Singh H Spot,DJ Snake featuring Justin Bieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Minority rights,a resolution on the rights of minorities by congress was initiated by,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Lost Girl episodes,how many seasons are there for lost girl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",five,5,five,five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wool,who is the leading african producer of wool,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",South Africa,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Demography of the United States,what percentage of the us population is over 50,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Man overboard,the key to rescuing a man overboard is,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1917–18 NHL season,where was the first nhl hockey game played,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Montreal,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,A Place to Call Home (season 5),who dies in a place to call home,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 5S,how many inches is the iphone 5s screen,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",4 - inch screen size,4 in,4 in ( 10 cm ),4 in ( 10 cm ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Apoptosis,where do the signals for apoptosis come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",from other cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Someone Saved My Life Tonight,meaning of song someone saved my life tonight,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of Delhi,who made delhi as capital for the first time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Pandavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Australian capital cities,what was the first capital city of australia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Melbourne,Sydney,New South Wales,Melbourne,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
